"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2020-9-21","93.68","93.00","93.82","92.75","32.24K","0.78%"
"2020-9-22","94.02","93.58","94.12","93.50","23.40K","0.36%"
"2020-9-23","94.44","94.03","94.50","93.96","30.72K","0.45%"
"2020-9-24","94.39","94.44","94.65","94.22","23.95K","-0.05%"
"2020-9-25","94.68","94.35","94.79","94.22","18.88K","0.31%"
"2020-9-27","94.58","94.63","94.63","94.56","0.51K","-0.10%"
"2020-9-28","94.30","94.63","94.67","94.18","20.24K","-0.30%"
"2020-9-29","93.93","94.21","94.35","93.86","17.39K","-0.40%"
"2020-9-30","93.93","93.90","94.25","93.70","20.01K","0.00%"
"2020-10-1","93.76","93.86","93.98","93.57","24.77K","-0.18%"
"2020-10-2","93.91","93.80","94.09","93.74","21.82K","0.16%"
"2020-10-4","93.88","93.96","93.96","93.88","0.49K","-0.04%"
"2020-10-5","93.54","93.92","93.96","93.42","17.46K","-0.35%"
"2020-10-6","93.74","93.46","93.92","93.38","26.66K","0.21%"
"2020-10-7","93.68","93.89","93.97","93.61","20.28K","-0.07%"
"2020-10-8","93.65","93.67","93.82","93.53","14.79K","-0.03%"
"2020-10-9","93.07","93.57","93.62","93.00","19.92K","-0.62%"
"2020-10-11","93.11","93.11","93.14","93.07","0.85K","0.05%"
"2020-10-12","93.10","93.11","93.27","93.03","17.46K","-0.01%"
"2020-10-13","93.54","93.07","93.61","93.04","28.34K","0.46%"
"2020-10-14","93.37","93.54","93.68","93.24","24.15K","-0.18%"
"2020-10-15","93.86","93.43","93.93","93.36","17.90K","0.53%"
"2020-10-16","93.68","93.82","93.89","93.52","19.36K","-0.20%"
"2020-10-18","93.70","93.72","93.73","93.68","0.35K","0.02%"
"2020-10-19","93.43","93.72","93.78","93.19","21.62K","-0.29%"
"2020-10-20","93.05","93.42","93.50","92.97","22.35K","-0.40%"
"2020-10-21","92.60","93.04","93.06","92.46","24.27K","-0.49%"
"2020-10-22","92.96","92.72","92.99","92.61","12.27K","0.39%"
"2020-10-23","92.76","92.97","93.13","92.64","17.69K","-0.21%"
"2020-10-25","92.82","92.73","92.86","92.73","0.98K","0.06%"
"2020-10-26","93.04","92.75","93.11","92.73","14.72K","0.24%"
"2020-10-27","92.93","93.06","93.13","92.78","13.97K","-0.13%"
"2020-10-28","93.41","93.11","93.66","93.04","25.86K","0.52%"
"2020-10-29","93.98","93.47","94.14","93.36","26.34K","0.61%"
"2020-10-30","94.04","93.93","94.11","93.66","18.48K","0.07%"
"2020-11-1","94.14","94.10","94.14","94.08","0.52K","0.10%"
"2020-11-2","94.14","94.10","94.32","93.99","14.75K","0.01%"
"2020-11-3","93.56","94.04","94.06","93.29","18.24K","-0.62%"
"2020-11-4","93.41","93.66","94.33","93.25","36.54K","-0.16%"
"2020-11-5","92.52","93.40","93.54","92.47","35.45K","-0.96%"
"2020-11-6","92.22","92.74","92.82","92.17","32.88K","-0.31%"
"2020-11-8","92.15","92.19","92.22","92.14","0.97K","-0.08%"
"2020-11-9","92.71","92.23","92.97","92.12","45.99K","0.61%"
"2020-11-10","92.74","92.81","92.96","92.58","22.87K","0.02%"
"2020-11-11","93.02","92.73","93.19","92.60","23.55K","0.31%"
"2020-11-12","92.96","92.97","93.13","92.75","23.31K","-0.07%"
"2020-11-13","92.75","92.96","93.00","92.70","14.30K","-0.22%"
"2020-11-15","92.63","92.68","92.69","92.61","0.83K","-0.13%"
"2020-11-16","92.63","92.71","92.85","92.43","29.49K","0.00%"
"2020-11-17","92.40","92.49","92.61","92.25","17.59K","-0.25%"
"2020-11-18","92.31","92.44","92.51","92.19","14.66K","-0.09%"
"2020-11-19","92.28","92.50","92.72","92.22","20.05K","-0.03%"
"2020-11-20","92.39","92.33","92.43","92.18","16.26K","0.12%"
"2020-11-22","92.31","92.35","92.38","92.31","0.31K","-0.10%"
"2020-11-23","92.49","92.35","92.79","92.00","35.61K","0.20%"
"2020-11-24","92.22","92.51","92.56","92.11","23.19K","-0.30%"
"2020-11-25","91.97","91.97","91.97","91.97","22.73K","-0.28%"
"2020-11-26","91.97","91.95","92.17","91.83","8.18K","0.00%"
"2020-11-27","91.80","92.00","92.04","91.74","9.92K","-0.18%"
"2020-11-29","91.71","91.76","91.76","91.70","0.90K","-0.10%"
"2020-11-30","91.86","91.73","92.04","91.49","31.58K","0.16%"
"2020-12-1","91.30","91.90","91.92","91.14","29.58K","-0.61%"
"2020-12-2","91.11","91.19","91.50","90.98","25.50K","-0.20%"
"2020-12-3","90.72","91.07","91.10","90.50","22.12K","-0.44%"
"2020-12-4","90.69","90.65","90.87","90.47","32.95K","-0.03%"
"2020-12-6","90.83","90.77","90.83","90.76","0.20K","0.15%"
"2020-12-7","90.79","90.79","91.24","90.61","35.14K","-0.05%"
"2020-12-8","90.97","90.92","91.02","90.75","23.12K","0.20%"
"2020-12-9","91.08","90.90","91.21","90.69","26.09K","0.13%"
"2020-12-10","90.82","91.07","91.15","90.65","20.89K","-0.29%"
"2020-12-11","90.97","90.75","91.05","90.63","11.62K","0.17%"
"2020-12-13","90.72","90.69","90.74","90.69","0.62K","-0.27%"
"2020-12-14","90.73","90.78","90.90","90.46","0.53K","0.01%"
"2020-12-15","90.41","90.60","90.78","90.35","22.41K","-0.35%"
"2020-12-16","90.36","90.43","90.64","90.04","28.28K","-0.06%"
"2020-12-17","89.74","90.17","90.18","89.64","29.48K","-0.68%"
"2020-12-18","89.95","89.80","90.06","89.75","17.93K","0.24%"
"2020-12-20","90.18","90.06","90.18","90.03","1.38K","0.26%"
"2020-12-21","89.95","90.04","90.95","89.93","39.25K","-0.26%"
"2020-12-22","90.55","90.10","90.62","89.95","21.87K","0.66%"
"2020-12-23","90.34","90.54","90.58","90.05","27.55K","-0.23%"
"2020-12-24","90.25","90.18","90.31","90.07","10.83K","-0.10%"
"2020-12-27","90.13","90.27","90.27","90.11","0.93K","-0.14%"
"2020-12-28","90.28","90.26","90.32","89.89","18.46K","0.17%"
"2020-12-29","89.92","90.16","90.17","89.79","17.25K","-0.40%"
"2020-12-30","89.65","89.65","89.65","89.65","23.43K","-0.30%"
"2020-12-31","89.89","89.52","89.96","89.47","13.09K","0.27%"
"2021-1-3","89.73","89.83","89.85","89.72","0.92K","-0.18%"
"2021-1-4","89.85","89.87","89.93","89.39","28.26K","0.13%"
"2021-1-5","89.41","89.85","89.85","89.39","19.18K","-0.49%"
"2021-1-6","89.50","89.39","89.79","89.17","40.29K","0.10%"
"2021-1-7","89.79","89.33","89.97","89.32","23.33K","0.32%"
"2021-1-8","90.07","89.84","90.23","89.63","38.41K","0.31%"
"2021-1-10","90.29","90.08","90.30","90.07","1.92K","0.25%"
"2021-1-11","90.44","90.09","90.72","90.06","30.54K","0.16%"
"2021-1-12","90.06","90.49","90.60","90.00","23.64K","-0.42%"
"2021-1-13","90.33","89.98","90.43","89.89","26.61K","0.30%"
"2021-1-14","90.21","90.29","90.57","90.04","23.81K","-0.13%"
"2021-1-15","90.75","90.20","90.79","90.19","29.42K","0.60%"
"2021-1-17","90.86","90.77","90.86","90.69","1.53K","0.12%"
"2021-1-18","90.75","90.77","90.94","90.68","16.27K","-0.12%"
"2021-1-19","90.48","90.70","90.75","90.38","29.11K","-0.31%"
"2021-1-20","90.47","90.47","90.47","90.47","24.99K","-0.01%"
"2021-1-21","90.13","90.40","90.40","90.03","22.29K","-0.38%"
"2021-1-22","90.21","90.07","90.30","90.05","22.63K","0.09%"
"2021-1-24","90.21","90.20","90.23","90.19","0.21K","-0.01%"
"2021-1-25","90.37","90.19","90.51","90.07","18.84K","0.19%"
"2021-1-26","90.15","90.39","90.60","90.09","26.46K","-0.25%"
"2021-1-27","90.64","90.17","90.88","90.13","47.30K","0.55%"
"2021-1-28","90.43","90.75","90.86","90.38","33.31K","-0.23%"
"2021-1-29","90.57","90.63","90.76","90.33","29.38K","0.16%"
"2021-1-31","90.63","90.54","90.67","90.54","1.52K","0.06%"
"2021-2-1","90.97","90.54","91.05","90.49","26.46K","0.39%"
"2021-2-2","91.19","91.00","91.29","90.79","31.19K","0.24%"
"2021-2-3","91.15","91.04","91.31","90.98","21.00K","-0.04%"
"2021-2-4","91.52","91.11","91.58","91.08","19.39K","0.41%"
"2021-2-5","91.03","91.50","91.61","90.96","26.22K","-0.53%"
"2021-2-7","90.97","91.00","91.01","90.97","0.40K","-0.06%"
"2021-2-8","90.92","91.00","91.22","90.88","29.23K","-0.06%"
"2021-2-9","90.43","90.88","90.89","90.40","22.45K","-0.54%"
"2021-2-10","90.36","90.46","90.51","90.24","24.63K","-0.07%"
"2021-2-11","90.41","90.45","90.48","90.25","18.99K","0.06%"
"2021-2-12","90.47","90.41","90.74","90.36","22.47K","0.06%"
"2021-2-14","90.43","90.39","90.43","90.39","0.93K","-0.04%"
"2021-2-15","90.47","90.42","90.46","90.25","13.83K","0.04%"
"2021-2-16","90.50","90.31","90.63","90.10","30.62K","0.04%"
"2021-2-17","90.95","90.71","91.05","90.61","33.42K","0.49%"
"2021-2-18","90.60","90.87","91.00","90.54","32.79K","-0.38%"
"2021-2-19","90.36","90.54","90.66","90.17","27.10K","-0.26%"
"2021-2-21","90.30","90.35","90.39","90.29","0.76K","-0.07%"
"2021-2-22","90.00","90.35","90.57","89.98","35.65K","-0.33%"
"2021-2-23","90.17","89.98","90.26","89.93","22.81K","0.19%"
"2021-2-24","90.17","90.09","90.44","89.96","30.51K","0.00%"
"2021-2-25","90.14","90.07","90.29","89.68","44.24K","-0.04%"
"2021-2-26","90.88","90.33","90.98","90.14","49.29K","0.83%"
"2021-2-28","90.78","90.90","90.93","90.76","1.03K","-0.12%"
"2021-3-1","91.04","90.90","91.15","90.68","36.78K","0.29%"
"2021-3-2","90.79","91.07","91.40","90.73","30.96K","-0.27%"
"2021-3-3","90.94","90.80","91.07","90.64","28.97K","0.17%"
"2021-3-4","91.64","91.03","91.69","90.99","36.47K","0.77%"
"2021-3-5","91.99","91.64","92.22","91.64","47.69K","0.38%"
"2021-3-7","91.90","91.94","91.96","91.86","0.90K","-0.09%"
"2021-3-8","92.33","91.94","92.44","91.86","41.68K","0.47%"
"2021-3-9","91.96","92.44","92.53","91.92","41.05K","-0.40%"
"2021-3-10","91.83","92.04","92.25","91.77","48.93K","-0.15%"
"2021-3-11","91.42","91.86","91.89","91.37","40.32K","-0.45%"
"2021-3-12","91.68","91.43","91.97","91.40","8.35K","0.28%"
"2021-3-14","91.68","91.68","91.72","91.65","0.40K","0.00%"
"2021-3-15","91.85","91.64","91.86","91.64","1.54K","0.19%"
"2021-3-16","91.88","91.82","92.04","91.67","24.24K","0.03%"
"2021-3-17","91.43","91.88","92.01","91.36","31.10K","-0.48%"
"2021-3-18","91.87","91.38","91.93","91.29","37.40K","0.48%"
"2021-3-19","91.93","91.85","92.18","91.67","32.38K","0.06%"
"2021-3-21","92.11","92.10","92.11","92.05","0.81K","0.20%"
"2021-3-22","91.74","92.11","92.18","91.69","28.15K","-0.40%"
"2021-3-23","92.35","91.81","92.40","91.77","27.71K","0.66%"
"2021-3-24","92.53","92.43","92.63","92.35","19.00K","0.20%"
"2021-3-25","92.83","92.60","92.94","92.52","27.58K","0.32%"
"2021-3-26","92.78","92.85","92.89","92.65","18.99K","-0.05%"
"2021-3-28","92.79","92.72","92.80","92.72","1.09K","0.02%"
"2021-3-29","92.96","92.73","92.98","92.72","19.82K","0.17%"
"2021-3-30","93.32","92.93","93.38","92.89","17.12K","0.39%"
"2021-3-31","93.24","93.28","93.47","93.00","20.93K","-0.09%"
"2021-4-1","92.95","93.23","93.36","92.89","22.12K","-0.31%"
"2021-4-2","93.05","92.91","93.13","92.84","5.78K","0.11%"
"2021-4-4","92.97","93.00","93.05","92.96","0.83K","-0.08%"
"2021-4-5","92.60","93.01","93.13","92.56","27.78K","-0.41%"
"2021-4-6","92.35","92.58","92.80","92.29","20.49K","-0.27%"
"2021-4-7","92.47","92.30","92.51","92.15","18.61K","0.13%"
"2021-4-8","92.07","92.44","92.50","92.01","19.04K","-0.44%"
"2021-4-9","92.16","92.07","92.43","92.04","19.96K","0.10%"
"2021-4-11","92.21","92.20","92.22","92.18","0.34K","0.06%"
"2021-4-12","92.14","92.20","92.33","92.00","25.92K","-0.08%"
"2021-4-13","91.84","92.10","92.36","91.79","28.95K","-0.33%"
"2021-4-14","91.67","91.81","91.82","91.57","14.65K","-0.19%"
"2021-4-15","91.62","91.63","91.75","91.50","20.61K","-0.06%"
"2021-4-16","91.54","91.65","91.81","91.47","18.84K","-0.08%"
"2021-4-18","91.62","91.58","91.63","91.56","1.04K","0.08%"
"2021-4-19","91.05","91.57","91.75","91.03","32.38K","-0.62%"
"2021-4-20","91.23","91.04","91.27","90.84","25.95K","0.19%"
"2021-4-21","91.13","91.21","91.43","91.07","21.10K","-0.11%"
"2021-4-22","91.32","91.08","91.42","90.97","21.69K","0.21%"
"2021-4-23","90.84","91.29","91.29","90.78","19.43K","-0.53%"
"2021-4-25","90.87","90.82","90.87","90.81","0.43K","0.03%"
"2021-4-26","90.78","90.82","90.96","90.65","19.61K","-0.10%"
"2021-4-27","90.89","90.85","91.04","90.79","12.89K","0.12%"
"2021-4-28","90.59","90.86","91.11","90.53","22.95K","-0.33%"
"2021-4-29","90.59","90.53","90.77","90.39","22.12K","0.00%"
"2021-4-30","91.27","90.60","91.32","90.58","29.91K","0.75%"
"2021-5-2","91.24","91.27","91.27","91.22","0.37K","-0.04%"
"2021-5-3","90.93","91.27","91.39","90.85","23.13K","-0.34%"
"2021-5-4","91.28","90.99","91.39","90.96","26.33K","0.38%"
"2021-5-5","91.29","91.25","91.43","91.17","15.39K","0.02%"
"2021-5-6","90.94","91.25","91.38","90.86","24.52K","-0.39%"
"2021-5-7","90.22","90.88","90.96","90.17","46.40K","-0.79%"
"2021-5-9","90.12","90.21","90.21","90.08","1.23K","-0.11%"
"2021-5-10","90.18","90.21","90.32","90.01","27.53K","0.07%"
"2021-5-11","90.12","90.23","90.33","89.96","35.66K","-0.07%"
"2021-5-12","90.69","90.18","90.79","90.13","46.71K","0.62%"
"2021-5-13","90.74","90.74","90.91","90.57","27.51K","0.05%"
"2021-5-14","90.32","90.74","90.79","90.27","20.26K","-0.46%"
"2021-5-16","90.29","90.32","90.32","90.27","0.20K","-0.04%"
"2021-5-17","90.14","90.35","90.42","90.13","17.80K","-0.16%"
"2021-5-18","89.73","90.18","90.19","89.68","21.72K","-0.45%"
"2021-5-19","90.19","89.78","90.28","89.68","32.53K","0.51%"
"2021-5-20","89.79","90.21","90.22","89.74","18.13K","-0.44%"
"2021-5-21","90.00","89.79","90.15","89.63","24.87K","0.23%"
"2021-5-23","90.02","89.97","90.07","89.97","0.17K","0.02%"
"2021-5-24","89.84","90.01","90.11","89.75","15.80K","-0.20%"
"2021-5-25","89.63","89.83","89.86","89.51","21.14K","-0.23%"
"2021-5-26","90.03","89.69","90.11","89.58","18.22K","0.45%"
"2021-5-27","89.96","90.07","90.18","89.89","19.02K","-0.08%"
"2021-5-28","89.99","90.00","90.43","89.97","33.30K","0.04%"
"2021-5-30","90.07","90.04","90.07","90.01","0.12K","0.08%"
"2021-5-31","89.99","90.00","90.11","89.81","11.70K","-0.08%"
"2021-6-1","89.82","89.79","89.94","89.65","20.19K","-0.19%"
"2021-6-2","89.90","89.91","90.24","89.86","16.37K","0.09%"
"2021-6-3","90.50","89.90","90.56","89.88","31.50K","0.67%"
"2021-6-4","90.13","90.49","90.63","90.01","24.47K","-0.41%"
"2021-6-6","90.14","90.15","90.16","90.11","0.14K","0.01%"
"2021-6-7","89.95","90.15","90.30","89.90","31.86K","-0.22%"
"2021-6-8","90.08","90.00","90.18","89.95","22.33K","0.14%"
"2021-6-9","90.12","90.14","90.17","89.83","25.27K","0.05%"
"2021-6-10","90.08","90.15","90.32","89.99","24.15K","-0.05%"
"2021-6-11","90.55","90.06","90.61","89.96","9.62K","0.52%"
"2021-6-13","90.48","90.49","90.51","90.46","0.34K","-0.08%"
"2021-6-14","90.47","90.49","90.57","90.49","0.06K","-0.01%"
"2021-6-15","90.50","90.47","90.64","90.31","13.54K","0.03%"
"2021-6-16","91.21","90.49","91.39","90.41","46.86K","0.78%"
"2021-6-17","91.87","91.38","92.00","91.29","48.18K","0.73%"
"2021-6-18","92.21","91.86","92.39","91.81","26.12K","0.37%"
"2021-6-20","92.25","92.33","92.33","92.21","0.54K","0.04%"
"2021-6-21","91.88","92.28","92.36","91.82","20.05K","-0.39%"
"2021-6-22","91.75","91.89","92.14","91.64","17.33K","-0.14%"
"2021-6-23","91.79","91.74","91.89","91.50","18.70K","0.04%"
"2021-6-24","91.79","91.81","91.92","91.64","11.98K","0.01%"
"2021-6-25","91.84","91.83","91.86","91.52","16.64K","0.05%"
"2021-6-27","91.75","91.82","91.82","91.75","0.18K","-0.10%"
"2021-6-28","91.88","91.82","92.01","91.68","14.04K","0.14%"
"2021-6-29","92.04","91.87","92.19","91.85","14.08K","0.18%"
"2021-6-30","92.43","92.07","92.44","92.00","17.12K","0.42%"
"2021-7-1","92.59","92.36","92.60","92.25","20.84K","0.18%"
"2021-7-2","92.41","92.57","92.76","92.17","24.56K","-0.20%"
"2021-7-4","92.31","92.25","92.31","92.21","0.19K","-0.11%"
"2021-7-5","92.41","92.25","92.36","92.14","11.02K","0.11%"
"2021-7-6","92.54","92.25","92.65","92.00","24.70K","0.14%"
"2021-7-7","92.64","92.54","92.84","92.42","23.69K","0.11%"
"2021-7-8","92.41","92.71","92.79","92.24","23.11K","-0.26%"
"2021-7-9","92.12","92.38","92.54","92.08","14.47K","-0.31%"
"2021-7-11","92.15","92.14","92.15","92.10","0.14K","0.04%"
"2021-7-12","92.26","92.14","92.42","92.07","10.54K","0.12%"
"2021-7-13","92.76","92.21","92.81","92.14","22.01K","0.55%"
"2021-7-14","92.40","92.79","92.83","92.35","19.38K","-0.38%"
"2021-7-15","92.63","92.40","92.69","92.28","16.28K","0.24%"
"2021-7-16","92.69","92.58","92.76","92.53","15.02K","0.06%"
"2021-7-18","92.65","92.70","92.74","92.64","0.47K","-0.03%"
"2021-7-19","92.90","92.70","93.05","92.63","24.20K","0.26%"
"2021-7-20","92.98","92.88","93.18","92.81","17.81K","0.09%"
"2021-7-21","92.76","92.97","93.19","92.73","18.58K","-0.24%"
"2021-7-22","92.83","92.81","92.93","92.50","23.39K","0.08%"
"2021-7-23","92.93","92.85","93.04","92.79","12.47K","0.11%"
"2021-7-25","92.89","92.92","92.92","92.89","0.09K","-0.04%"
"2021-7-26","92.65","92.92","92.97","92.54","17.46K","-0.26%"
"2021-7-27","92.44","92.63","92.85","92.32","21.09K","-0.23%"
"2021-7-28","92.32","92.46","92.79","92.24","28.21K","-0.13%"
"2021-7-29","91.87","92.25","92.29","91.85","23.57K","-0.48%"
"2021-7-30","92.19","91.89","92.21","91.78","22.39K","0.35%"
"2021-8-1","92.13","92.15","92.16","92.09","0.47K","-0.06%"
"2021-8-2","92.07","92.15","92.18","91.92","14.28K","-0.07%"
"2021-8-3","92.09","92.06","92.16","91.89","10.27K","0.02%"
"2021-8-4","92.27","92.04","92.32","91.82","16.07K","0.20%"
"2021-8-5","92.25","92.28","92.36","92.12","10.96K","-0.02%"
"2021-8-6","92.80","92.29","92.85","92.26","26.17K","0.59%"
"2021-8-8","92.87","92.79","92.92","92.79","1.79K","0.08%"
"2021-8-9","92.94","92.79","93.00","92.72","16.36K","0.07%"
"2021-8-10","93.06","92.97","93.14","92.94","13.32K","0.13%"
"2021-8-11","92.92","93.07","93.21","92.80","18.56K","-0.15%"
"2021-8-12","93.04","92.90","93.04","92.85","14.19K","0.13%"
"2021-8-13","92.51","92.99","93.01","92.47","17.08K","-0.57%"
"2021-8-15","92.54","92.54","92.57","92.48","1.18K","0.04%"
"2021-8-16","92.62","92.54","92.67","92.47","14.71K","0.08%"
"2021-8-17","93.14","92.61","93.18","92.61","20.51K","0.57%"
"2021-8-18","93.14","93.15","93.28","92.94","21.78K","0.00%"
"2021-8-19","93.59","93.21","93.61","93.21","20.63K","0.48%"
"2021-8-20","93.51","93.60","93.75","93.46","15.39K","-0.09%"
"2021-8-22","93.50","93.47","93.51","93.45","0.47K","-0.01%"
"2021-8-23","92.97","93.43","93.51","92.96","18.39K","-0.57%"
"2021-8-24","92.90","93.01","93.09","92.82","13.70K","-0.08%"
"2021-8-25","92.83","92.92","93.14","92.82","18.28K","-0.07%"
"2021-8-26","93.08","92.82","93.10","92.82","20.50K","0.26%"
"2021-8-27","92.69","93.07","93.19","92.63","31.61K","-0.41%"
"2021-8-29","92.68","92.70","92.70","92.65","0.40K","-0.02%"
"2021-8-30","92.65","92.68","92.79","92.60","14.89K","-0.02%"
"2021-8-31","92.64","92.71","92.76","92.39","25.30K","-0.02%"
"2021-9-1","92.45","92.67","92.79","92.38","17.41K","-0.20%"
"2021-9-2","92.23","92.51","92.54","92.20","17.95K","-0.24%"
"2021-9-3","92.03","92.24","92.26","91.80","32.69K","-0.21%"
"2021-9-5","92.10","92.11","92.13","92.10","0.18K","0.07%"
"2021-9-6","92.03","92.11","92.31","92.10","7.09K","-0.07%"
"2021-9-7","92.51","92.18","92.57","92.11","32.58K","0.52%"
"2021-9-8","92.65","92.54","92.86","92.47","27.72K","0.15%"
"2021-9-9","92.48","92.71","92.76","92.38","29.16K","-0.18%"
"2021-9-10","92.59","92.53","92.65","92.33","10.52K","0.12%"
"2021-9-12","92.62","92.56","92.63","92.56","0.28K","0.03%"
"2021-9-13","92.65","92.64","92.88","92.64","1.86K","0.03%"
"2021-9-14","92.61","92.62","92.67","92.29","19.46K","-0.04%"
"2021-9-15","92.53","92.65","92.67","92.40","23.93K","-0.09%"
"2021-9-16","92.92","92.45","92.94","92.43","30.55K","0.42%"
"2021-9-17","93.18","92.87","93.24","92.75","19.16K","0.28%"
"2021-9-19","93.23","93.22","93.25","93.20","0.20K","0.06%"
"2021-9-20","93.26","93.23","93.44","93.17","21.37K","0.03%"
"2021-9-21","93.20","93.23","93.28","93.04","18.77K","-0.06%"
"2021-9-22","93.46","93.22","93.51","92.97","32.53K","0.28%"
"2021-9-23","93.03","93.50","93.53","92.96","24.80K","-0.46%"
"2021-9-24","93.33","93.09","93.42","93.04","17.04K","0.33%"
"2021-9-26","93.25","93.31","93.31","93.25","0.31K","-0.09%"
"2021-9-27","93.38","93.31","93.50","93.19","21.08K","0.14%"
"2021-9-28","93.78","93.40","93.82","93.36","36.70K","0.43%"
"2021-9-29","94.35","93.73","94.44","93.68","31.45K","0.61%"
"2021-9-30","94.24","94.35","94.52","94.12","33.91K","-0.12%"
"2021-10-1","94.05","94.32","94.40","94.00","22.85K","-0.20%"
"2021-10-3","93.96","94.09","94.09","93.93","2.29K","-0.09%"
"2021-10-4","93.78","94.09","94.11","93.68","24.71K","-0.20%"
"2021-10-5","93.97","93.86","94.07","93.82","18.79K","0.20%"
"2021-10-6","94.27","93.98","94.46","93.98","28.22K","0.32%"
"2021-10-7","94.22","94.24","94.29","94.08","14.33K","-0.05%"
"2021-10-8","94.08","94.19","94.35","93.93","32.27K","-0.15%"
"2021-10-10","94.18","94.10","94.18","94.08","0.46K","0.10%"
"2021-10-11","94.33","94.11","94.42","94.03","19.69K","0.16%"
"2021-10-12","94.52","94.39","94.57","94.24","17.52K","0.20%"
"2021-10-13","94.08","94.53","94.55","94.00","22.24K","-0.46%"
"2021-10-14","93.96","94.01","94.09","93.76","17.67K","-0.13%"
"2021-10-15","93.94","94.04","94.07","93.85","18.43K","-0.02%"
"2021-10-17","93.97","93.94","93.97","93.91","0.63K","0.03%"
"2021-10-18","93.94","93.94","94.18","93.86","20.66K","-0.03%"
"2021-10-19","93.73","93.95","93.95","93.49","25.68K","-0.23%"
"2021-10-20","93.54","93.80","93.88","93.52","25.85K","-0.21%"
"2021-10-21","93.76","93.60","93.79","93.47","20.25K","0.24%"
"2021-10-22","93.63","93.75","93.78","93.51","23.48K","-0.14%"
"2021-10-24","93.65","93.61","93.68","93.61","1.15K","0.03%"
"2021-10-25","93.81","93.66","93.96","93.46","25.86K","0.16%"
"2021-10-26","93.94","93.83","94.01","93.68","20.28K","0.14%"
"2021-10-27","93.80","93.96","94.00","93.68","35.85K","-0.15%"
"2021-10-28","93.33","93.89","93.97","93.26","35.63K","-0.50%"
"2021-10-29","94.12","93.34","94.30","93.31","34.70K","0.85%"
"2021-10-31","94.19","94.12","94.19","94.12","1.18K","0.08%"
"2021-11-1","93.88","94.12","94.31","93.85","21.64K","-0.34%"
"2021-11-2","94.08","93.93","94.14","93.81","22.14K","0.21%"
"2021-11-3","93.85","94.10","94.21","93.80","22.48K","-0.24%"
"2021-11-4","94.34","93.82","94.47","93.82","21.38K","0.52%"
"2021-11-5","94.32","94.33","94.64","94.18","32.52K","-0.03%"
"2021-11-7","94.21","94.26","94.26","94.21","0.16K","-0.11%"
"2021-11-8","94.04","94.21","94.38","93.99","26.20K","-0.18%"
"2021-11-9","93.96","94.10","94.15","93.86","21.81K","-0.09%"
"2021-11-10","94.84","93.98","94.90","93.96","28.37K","0.94%"
"2021-11-11","95.18","94.88","95.19","94.83","18.19K","0.36%"
"2021-11-12","95.13","95.21","95.27","95.00","13.25K","-0.05%"
"2021-11-14","95.13","95.14","95.14","95.11","0.08K","0.00%"
"2021-11-15","95.40","95.10","95.60","94.96","17.87K","0.29%"
"2021-11-16","95.91","95.49","95.98","95.40","20.58K","0.53%"
"2021-11-17","95.83","95.93","96.27","95.72","18.18K","-0.09%"
"2021-11-18","95.54","95.81","95.85","95.53","15.32K","-0.30%"
"2021-11-19","96.03","95.58","96.25","95.58","25.09K","0.51%"
"2021-11-21","96.13","96.07","96.15","96.07","0.22K","0.10%"
"2021-11-22","96.54","96.07","96.56","96.04","21.84K","0.44%"
"2021-11-23","96.49","96.46","96.61","96.32","15.18K","-0.05%"
"2021-11-24","96.87","96.54","96.94","96.44","14.11K","0.39%"
"2021-11-25","96.87","96.78","96.80","96.66","5.77K","0.00%"
"2021-11-26","96.10","96.73","96.77","96.01","22.02K","-0.79%"
"2021-11-28","96.21","96.14","96.29","96.14","0.64K","0.12%"
"2021-11-29","96.34","96.18","96.45","96.14","15.61K","0.13%"
"2021-11-30","96.01","96.20","96.65","95.54","35.94K","-0.34%"
"2021-12-1","96.02","95.96","96.14","95.67","14.32K","0.02%"
"2021-12-2","96.16","96.07","96.18","95.82","12.65K","0.14%"
"2021-12-3","96.11","96.15","96.44","95.94","18.38K","-0.05%"
"2021-12-5","96.20","96.18","96.22","96.15","0.10K","0.09%"
"2021-12-6","96.33","96.18","96.43","96.13","22.19K","0.14%"
"2021-12-7","96.37","96.31","96.59","96.17","24.16K","0.04%"
"2021-12-8","95.88","96.26","96.38","95.84","34.06K","-0.51%"
"2021-12-9","96.25","95.98","96.34","95.97","16.20K","0.39%"
"2021-12-10","96.10","96.24","96.43","95.99","8.92K","-0.16%"
"2021-12-12","96.07","96.07","96.07","96.07","0.01K","-0.03%"
"2021-12-13","96.35","96.07","96.43","96.07","0.78K","0.28%"
"2021-12-14","96.54","96.36","96.56","96.07","13.31K","0.20%"
"2021-12-15","96.48","96.50","96.89","96.25","18.88K","-0.06%"
"2021-12-16","96.01","96.38","96.40","95.81","20.68K","-0.48%"
"2021-12-17","96.55","95.98","96.65","95.85","13.48K","0.56%"
"2021-12-19","96.60","96.65","96.65","96.60","0.21K","0.05%"
"2021-12-20","96.54","96.62","96.67","96.33","13.68K","-0.05%"
"2021-12-21","96.49","96.51","96.63","96.33","11.66K","-0.06%"
"2021-12-22","96.06","96.47","96.58","96.01","12.71K","-0.45%"
"2021-12-23","95.99","96.05","96.26","95.97","10.87K","-0.08%"
"2021-12-26","96.07","96.07","96.10","96.05","0.29K","0.09%"
